#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A962CC
#Date Time: 2020-01-30 19:07:46.865

Time (s),Current (A)
0.0409,0.1057541745805215
0.0409125,0.1057541745805215
0.040925,0.1023828234288014
0.0409375,0.1023828234288014
0.04095,0.09901147227708126
0.0409625,0.09901147227708126
0.040975,0.09564012112536117
0.0409875,0.09226876997364107
0.041,0.08889741882192098
0.0410125,0.08889741882192098
0.041025,0.08552606767020088
0.0410375,0.08215471651848079
0.04105,0.07878336536676069
0.0410625,0.07878336536676069
0.041075,0.07878336536676069
0.0410875,0.0754120142150406
0.0411,0.0754120142150406
0.0411125,0.0754120142150406
0.041125,0.0754120142150406
0.0411375,0.07204066306332051
0.04115,0.0686693119116004
0.0411625,0.0686693119116004
0.041175,0.06529796075988031
0.0411875,0.06529796075988031
0.0412,0.06192660960816021
0.0412125,0.06192660960816021
0.041225,0.06192660960816021
0.0412375,0.05855525845644012
0.04125,0.06192660960816021
0.0412625,0.05855525845644012
0.041275,0.05855525845644012
0.0412875,0.05518390730472002
0.0413,0.05518390730472002
0.0413125,0.05181255615299993
0.041325,0.04844120500127983
0.0413375,0.04844120500127983
0.04135,0.04844120500127983
0.0413625,0.04844120500127983
0.041375,0.04844120500127983
0.0413875,0.04844120500127983
0.0414,0.04506985384955974
0.0414125,0.04506985384955974
0.041425,0.04506985384955974
0.0414375,0.04169850269783964
0.04145,0.04169850269783964
0.0414625,0.04169850269783964
0.041475,0.03832715154611954
0.0414875,0.03495580039439945
0.0415,0.03158444924267936
0.0415125,0.02821309809095926
0.041525,0.02484174693923916
0.0415375,0.01809904463579897
0.04155,0.01472769348407888
0.0415625,0.007984991180638685
0.041575,0.001242288877198495
0.0415875,-0.002129062274521601
0.0416,-0.008871764577961792
0.0416125,-0.01561446688140198
0.041625,-0.01898581803312208
0.0416375,-0.02572852033656227
0.04165,-0.02909987148828237
0.0416625,-0.03584257379172256
0.041675,-0.03921392494344265
0.0416875,-0.03921392494344265
0.0417,-0.03921392494344265
0.0417125,-0.03921392494344265
0.041725,-0.03921392494344265
0.0417375,-0.03921392494344265
0.04175,-0.04258527609516274
0.0417625,-0.03921392494344265
0.041775,-0.03921392494344265
0.0417875,-0.04258527609516274
0.0418,-0.03921392494344265
0.0418125,-0.03921392494344265
0.041825,-0.03921392494344265
0.0418375,-0.04258527609516274
0.04185,-0.03921392494344265
0.0418625,-0.04258527609516274
0.041875,-0.03921392494344265
0.0418875,-0.04258527609516274
0.0419,-0.04258527609516274
0.0419125,-0.03921392494344265
0.041925,-0.03921392494344265
0.0419375,-0.04258527609516274
0.04195,-0.03921392494344265
0.0419625,-0.04258527609516274
0.041975,-0.04258527609516274
0.0419875,-0.04258527609516274
0.042,-0.03921392494344265
0.0420125,-0.04258527609516274
0.042025,-0.03921392494344265
0.0420375,-0.03921392494344265
0.04205,-0.03921392494344265
0.0420625,-0.03921392494344265
0.042075,-0.03584257379172256
0.0420875,-0.03921392494344265
0.0421,-0.03584257379172256
0.0421125,-0.03921392494344265
0.042125,-0.03584257379172256
0.0421375,-0.03584257379172256
0.04215,-0.03921392494344265
0.0421625,-0.03921392494344265
0.042175,-0.03921392494344265
0.0421875,-0.03584257379172256
0.0422,-0.03584257379172256
0.0422125,-0.03584257379172256
0.042225,-0.03584257379172256
0.0422375,-0.03584257379172256
0.04225,-0.03247122264000246
0.0422625,-0.03584257379172256
0.042275,-0.03247122264000246
0.0422875,-0.03247122264000246
0.0423,-0.03584257379172256
0.0423125,-0.03247122264000246
0.042325,-0.03584257379172256
0.0423375,-0.03247122264000246
0.04235,-0.03247122264000246
0.0423625,-0.03247122264000246
0.042375,-0.03247122264000246
0.0423875,-0.03247122264000246
0.0424,-0.03247122264000246
0.0424125,-0.03247122264000246
0.042425,-0.03247122264000246
0.0424375,-0.03247122264000246
0.04245,-0.03247122264000246
0.0424625,-0.03247122264000246
0.042475,-0.03247122264000246
0.0424875,-0.03247122264000246
0.0425,-0.03247122264000246
0.0425125,-0.03247122264000246
0.042525,-0.03247122264000246
0.0425375,-0.02909987148828237
0.04255,-0.02909987148828237
0.0425625,-0.03247122264000246
0.042575,-0.03247122264000246
0.0425875,-0.03247122264000246
0.0426,-0.03247122264000246
0.0426125,-0.03247122264000246
0.042625,-0.03247122264000246
0.0426375,-0.03247122264000246
0.04265,-0.03247122264000246
0.0426625,-0.03247122264000246
0.042675,-0.03247122264000246
0.0426875,-0.02909987148828237
0.0427,-0.03247122264000246
0.0427125,-0.02909987148828237
0.042725,-0.02909987148828237
0.0427375,-0.03247122264000246
0.04275,-0.02909987148828237
0.0427625,-0.03247122264000246
0.042775,-0.03247122264000246
0.0427875,-0.03247122264000246
0.0428,-0.03247122264000246
0.0428125,-0.02909987148828237
0.042825,-0.03247122264000246
0.0428375,-0.03247122264000246
0.04285,-0.02572852033656227
0.0428625,-0.02909987148828237
0.042875,-0.02909987148828237
0.0428875,-0.02909987148828237
0.0429,-0.02909987148828237
0.0429125,-0.02909987148828237
0.042925,-0.02909987148828237
0.0429375,-0.03247122264000246
0.04295,-0.03247122264000246
0.0429625,-0.02909987148828237
0.042975,-0.03247122264000246
0.0429875,-0.02909987148828237
0.043,-0.02909987148828237
0.0430125,-0.02909987148828237
0.043025,-0.02909987148828237
0.0430375,-0.02909987148828237
0.04305,-0.02909987148828237
0.0430625,-0.02909987148828237
0.043075,-0.02572852033656227
0.0430875,-0.02909987148828237
0.0431,-0.02909987148828237
0.0431125,-0.02909987148828237
0.043125,-0.02572852033656227
0.0431375,-0.02909987148828237
0.04315,-0.02909987148828237
0.0431625,-0.02572852033656227
0.043175,-0.02572852033656227
0.0431875,-0.02572852033656227
0.0432,-0.02572852033656227
0.0432125,-0.02909987148828237
0.043225,-0.02572852033656227
0.0432375,-0.02572852033656227
0.04325,-0.02572852033656227
0.0432625,-0.02572852033656227
0.043275,-0.02572852033656227
0.0432875,-0.02909987148828237
0.0433,-0.02572852033656227
0.0433125,-0.02572852033656227
0.043325,-0.02572852033656227
0.0433375,-0.02572852033656227
0.04335,-0.02572852033656227
0.0433625,-0.02572852033656227
0.043375,-0.02572852033656227
0.0433875,-0.02572852033656227
0.0434,-0.02572852033656227
0.0434125,-0.02572852033656227
0.043425,-0.02572852033656227
0.0434375,-0.02235716918484217
0.04345,-0.02235716918484217
0.0434625,-0.02572852033656227
0.043475,-0.02235716918484217
0.0434875,-0.02572852033656227
0.0435,-0.02235716918484217
0.0435125,-0.02235716918484217
0.043525,-0.02235716918484217
0.0435375,-0.02235716918484217
0.04355,-0.02235716918484217
0.0435625,-0.02235716918484217
0.043575,-0.02235716918484217
0.0435875,-0.02572852033656227
0.0436,-0.02235716918484217
0.0436125,-0.02235716918484217
0.043625,-0.02235716918484217
0.0436375,-0.02235716918484217
0.04365,-0.01898581803312208
0.0436625,-0.02235716918484217
0.043675,-0.02235716918484217
0.0436875,-0.02235716918484217
0.0437,-0.02235716918484217
0.0437125,-0.02235716918484217
0.043725,-0.02235716918484217
0.0437375,-0.02235716918484217
0.04375,-0.01898581803312208
0.0437625,-0.02235716918484217
0.043775,-0.02235716918484217
0.0437875,-0.01898581803312208
0.0438,-0.02235716918484217
0.0438125,-0.02235716918484217
0.043825,-0.01898581803312208
0.0438375,-0.02235716918484217
0.04385,-0.01898581803312208
0.0438625,-0.02235716918484217
0.043875,-0.01898581803312208
0.0438875,-0.01898581803312208
0.0439,-0.01898581803312208
0.0439125,-0.01898581803312208
0.043925,-0.01898581803312208
0.0439375,-0.01898581803312208
0.04395,-0.01898581803312208
0.0439625,-0.01898581803312208
0.043975,-0.01898581803312208
0.0439875,-0.01898581803312208
0.044,-0.01898581803312208
0.0440125,-0.01898581803312208
0.044025,-0.01898581803312208
0.0440375,-0.01898581803312208
0.04405,-0.02235716918484217
0.0440625,-0.02235716918484217
0.044075,-0.01898581803312208
0.0440875,-0.01898581803312208
0.0441,-0.01898581803312208
0.0441125,-0.01898581803312208
0.044125,-0.01898581803312208
0.0441375,-0.01898581803312208
0.04415,-0.01898581803312208
0.0441625,-0.01898581803312208
0.044175,-0.01898581803312208
0.0441875,-0.01898581803312208
0.0442,-0.01898581803312208
0.0442125,-0.01898581803312208
0.044225,-0.01561446688140198
0.0442375,-0.01898581803312208
0.04425,-0.01898581803312208
0.0442625,-0.01898581803312208
0.044275,-0.01561446688140198
0.0442875,-0.01898581803312208
0.0443,-0.01561446688140198
0.0443125,-0.01561446688140198
0.044325,-0.01898581803312208
0.0443375,-0.01561446688140198
0.04435,-0.01898581803312208
0.0443625,-0.01561446688140198
0.044375,-0.01898581803312208
0.0443875,-0.01898581803312208
0.0444,-0.01898581803312208
0.0444125,-0.01898581803312208
0.044425,-0.01561446688140198
0.0444375,-0.01898581803312208
0.04445,-0.01898581803312208
0.0444625,-0.01898581803312208
0.044475,-0.01561446688140198
0.0444875,-0.01561446688140198
0.0445,-0.01561446688140198
0.0445125,-0.01898581803312208
0.044525,-0.01898581803312208
0.0445375,-0.01561446688140198
0.04455,-0.01898581803312208
0.0445625,-0.01898581803312208
0.044575,-0.01898581803312208
0.0445875,-0.01898581803312208
0.0446,-0.01898581803312208
0.0446125,-0.01898581803312208
0.044625,-0.02235716918484217
0.0446375,-0.01561446688140198
0.04465,-0.02235716918484217
0.0446625,-0.02235716918484217
0.044675,-0.01898581803312208
0.0446875,-0.01898581803312208
0.0447,-0.02235716918484217
0.0447125,-0.01898581803312208
0.044725,-0.01898581803312208
0.0447375,-0.01898581803312208
0.04475,-0.02235716918484217
0.0447625,-0.02235716918484217
0.044775,-0.02235716918484217
0.0447875,-0.02235716918484217
0.0448,-0.01898581803312208
0.0448125,-0.01898581803312208
0.044825,-0.01898581803312208
0.0448375,-0.01898581803312208
0.04485,-0.02235716918484217
0.0448625,-0.02235716918484217
0.044875,-0.02235716918484217
0.0448875,-0.02235716918484217
0.0449,-0.01898581803312208
0.0449125,-0.01898581803312208
0.044925,-0.01898581803312208
0.0449375,-0.01898581803312208
0.04495,-0.01898581803312208
0.0449625,-0.01561446688140198
0.044975,-0.01561446688140198
0.0449875,-0.01561446688140198
0.045,-0.01561446688140198
0.0450125,-0.01898581803312208
0.045025,-0.01898581803312208
0.0450375,-0.01561446688140198
0.04505,-0.01561446688140198
0.0450625,-0.01898581803312208
0.045075,-0.01898581803312208
0.0450875,-0.01898581803312208
0.0451,-0.01898581803312208
0.0451125,-0.01898581803312208
0.045125,-0.02235716918484217
0.0451375,-0.02235716918484217
0.04515,-0.01898581803312208
0.0451625,-0.01898581803312208
0.045175,-0.02235716918484217
0.0451875,-0.02235716918484217
0.0452,-0.02235716918484217
0.0452125,-0.02235716918484217
0.045225,-0.02235716918484217
0.0452375,-0.01898581803312208
0.04525,-0.02235716918484217
0.0452625,-0.02572852033656227
0.045275,-0.02572852033656227
0.0452875,-0.02572852033656227
0.0453,-0.02572852033656227
0.0453125,-0.02572852033656227
0.045325,-0.02572852033656227
0.0453375,-0.02235716918484217
0.04535,-0.02572852033656227
0.0453625,-0.02572852033656227
0.045375,-0.02572852033656227
0.0453875,-0.02572852033656227
0.0454,-0.02572852033656227
0.0454125,-0.02572852033656227
0.045425,-0.02572852033656227
0.0454375,-0.02572852033656227
0.04545,-0.02909987148828237
0.0454625,-0.02572852033656227
0.045475,-0.02572852033656227
0.0454875,-0.02572852033656227
0.0455,-0.02572852033656227
0.0455125,-0.02572852033656227
0.045525,-0.02572852033656227
0.0455375,-0.02909987148828237
0.04555,-0.02572852033656227
0.0455625,-0.02572852033656227
0.045575,-0.02909987148828237
0.0455875,-0.02572852033656227
0.0456,-0.02572852033656227
0.0456125,-0.02572852033656227
0.045625,-0.02572852033656227
0.0456375,-0.02909987148828237
0.04565,-0.02572852033656227
0.0456625,-0.02909987148828237
0.045675,-0.02909987148828237
0.0456875,-0.02909987148828237
0.0457,-0.02909987148828237
0.0457125,-0.02572852033656227
0.045725,-0.02572852033656227
0.0457375,-0.02572852033656227
0.04575,-0.02572852033656227
0.0457625,-0.02909987148828237
0.045775,-0.02572852033656227
0.0457875,-0.02909987148828237
0.0458,-0.02909987148828237
0.0458125,-0.02909987148828237
0.045825,-0.02909987148828237
0.0458375,-0.02572852033656227
0.04585,-0.02909987148828237
0.0458625,-0.02909987148828237
0.045875,-0.02909987148828237
0.0458875,-0.02909987148828237
0.0459,-0.02909987148828237
0.0459125,-0.02909987148828237
0.045925,-0.02909987148828237
0.0459375,-0.02572852033656227
0.04595,-0.02909987148828237
0.0459625,-0.02909987148828237
0.045975,-0.02909987148828237
0.0459875,-0.02909987148828237
0.046,-0.02909987148828237
0.0460125,-0.02909987148828237
0.046025,-0.03247122264000246
0.0460375,-0.02909987148828237
0.04605,-0.02909987148828237
0.0460625,-0.03247122264000246
0.046075,-0.03247122264000246
0.0460875,-0.02909987148828237
0.0461,-0.02909987148828237
0.0461125,-0.03247122264000246
0.046125,-0.02909987148828237
0.0461375,-0.03247122264000246
0.04615,-0.02909987148828237
0.0461625,-0.02909987148828237
0.046175,-0.03247122264000246
0.0461875,-0.02909987148828237
0.0462,-0.02909987148828237
0.0462125,-0.02909987148828237
0.046225,-0.03247122264000246
0.0462375,-0.03247122264000246
0.04625,-0.03247122264000246
0.0462625,-0.03247122264000246
0.046275,-0.03247122264000246
0.0462875,-0.03247122264000246
0.0463,-0.03247122264000246
0.0463125,-0.03247122264000246
0.046325,-0.03247122264000246
0.0463375,-0.03247122264000246
0.04635,-0.03247122264000246
0.0463625,-0.03247122264000246
0.046375,-0.03247122264000246
0.0463875,-0.03247122264000246
0.0464,-0.03247122264000246
0.0464125,-0.03247122264000246
0.046425,-0.03247122264000246
0.0464375,-0.03247122264000246
0.04645,-0.03584257379172256
0.0464625,-0.03247122264000246
0.046475,-0.03247122264000246
0.0464875,-0.03584257379172256
0.0465,-0.03247122264000246
0.0465125,-0.03584257379172256
0.046525,-0.03247122264000246
0.0465375,-0.03247122264000246
0.04655,-0.03584257379172256
0.0465625,-0.03584257379172256
0.046575,-0.03584257379172256
0.0465875,-0.03584257379172256
0.0466,-0.03584257379172256
0.0466125,-0.03584257379172256
0.046625,-0.03584257379172256
0.0466375,-0.03584257379172256
0.04665,-0.03247122264000246
0.0466625,-0.03584257379172256
0.046675,-0.03584257379172256
0.0466875,-0.03584257379172256
0.0467,-0.03584257379172256
0.0467125,-0.03584257379172256
0.046725,-0.03584257379172256
0.0467375,-0.03584257379172256
0.04675,-0.03921392494344265
0.0467625,-0.03921392494344265
0.046775,-0.03921392494344265
0.0467875,-0.04932797839860294
0.0468,-0.06955608530892352
0.0468125,-0.09989824567440438
0.046825,-0.1336117571916053
0.0468375,-0.1673252687088063
0.04685,-0.2044101313777273
0.0468625,-0.2414949940466484
0.046875,-0.2785798567155694
0.0468875,-0.3122933682327704
0.0469,-0.3460068797499714
0.0469125,-0.3763490401154522
0.046925,-0.406691200480933
0.0469375,-0.4269193073912536
0.04695,-0.440404711998134
0.0469625,-0.4471474143015742
0.046975,-0.4505187654532943
0.0469875,-0.4538901166050144
0.047,-0.4505187654532943
0.0470125,-0.4471474143015742
0.047025,-0.4437760631498541
0.0470375,-0.440404711998134
0.04705,-0.440404711998134
0.0470625,-0.4370333608464139
0.047075,-0.4302906585429737
0.0470875,-0.4269193073912536
0.0471,-0.4235479562395335
0.0471125,-0.4235479562395335
0.047125,-0.4235479562395335
0.0471375,-0.4235479562395335
0.04715,-0.4269193073912536
0.0471625,-0.4370333608464139
0.047175,-0.4437760631498541
0.0471875,-0.4471474143015742
0.0472,-0.4505187654532943
0.0472125,-0.4538901166050144
0.047225,-0.4538901166050144
0.0472375,-0.4505187654532943
0.04725,-0.4471474143015742
0.0472625,-0.4471474143015742
0.047275,-0.4471474143015742
0.0472875,-0.4505187654532943
0.0473,-0.4505187654532943
0.0473125,-0.4538901166050144
0.047325,-0.4640041700601747
0.0473375,-0.4673755212118948
0.04735,-0.4673755212118948
0.0473625,-0.4572614677567345
0.047375,-0.4538901166050144
0.0473875,-0.4471474143015742
0.0474,-0.4437760631498541
0.0474125,-0.4336620096946938
0.047425,-0.4336620096946938
0.0474375,-0.4370333608464139
0.04745,-0.4336620096946938
0.0474625,-0.4269193073912536
0.047475,-0.4201766050878135
0.0474875,-0.4100625516326531
0.0475,-0.3999484981774928
0.0475125,-0.3898344447223326
0.047525,-0.3864630935706125
0.0475375,-0.3830917424188924
0.04755,-0.3864630935706125
0.0475625,-0.3864630935706125
0.047575,-0.3864630935706125
0.0475875,-0.3830917424188924
0.0476,-0.3729776889637321
0.0476125,-0.3662349866602919
0.047625,-0.3628636355085718
0.0476375,-0.3594922843568517
0.04765,-0.3594922843568517
0.0476625,-0.3594922843568517
0.047675,-0.3594922843568517
0.0476875,-0.3594922843568517
0.0477,-0.3594922843568517
0.0477125,-0.3493782309016915
0.047725,-0.3426355285982512
0.0477375,-0.3392641774465311
0.04775,-0.335892826294811
0.0477625,-0.335892826294811
0.047775,-0.335892826294811
0.0477875,-0.335892826294811
0.0478,-0.335892826294811
0.0478125,-0.3392641774465311
0.047825,-0.335892826294811
0.0478375,-0.3325214751430909
0.04785,-0.3291501239913708
0.0478625,-0.3257787728396507
0.047875,-0.3291501239913708
0.0478875,-0.3291501239913708
0.0479,-0.3325214751430909
0.0479125,-0.3325214751430909
0.047925,-0.3325214751430909
0.0479375,-0.3325214751430909
0.04795,-0.3325214751430909
0.0479625,-0.335892826294811
0.047975,-0.3325214751430909
0.0479875,-0.3392641774465311
0.048,-0.3426355285982512
0.0480125,-0.3426355285982512
0.048025,-0.3460068797499714
0.0480375,-0.3426355285982512
0.04805,-0.3392641774465311
0.0480625,-0.3392641774465311
0.048075,-0.335892826294811
0.0480875,-0.3291501239913708
0.0481,-0.3291501239913708
0.0481125,-0.3257787728396507
0.048125,-0.3190360705362106
0.0481375,-0.3089220170810503
0.04815,-0.2954366124741699
0.0481625,-0.2819512078672895
0.048175,-0.265094452108689
0.0481875,-0.2448663451983685
0.0482,-0.2313809405914881
0.0482125,-0.2145241848328876
0.048225,-0.194296077922567
0.0482375,-0.1808106733156867
0.04825,-0.1706966198605264
0.0482625,-0.1605825664053661
0.048275,-0.1504685129502058
0.0482875,-0.1437258106467656
